,binary__offer_expiration,ordinal__income_range,ordinal__no_visited_cold_drinks,binary__travelled_more_than_15mins_for_offer,ordinal__restaur_spend_less_than20,nominal__marital_status,nominal__restaurant_type,ordinal__age,binary__prefer_western_over_chinese,binary__travelled_more_than_25mins_for_offer,ordinal__no_visited_bars,binary__gender,nominal__car,binary__restuarant_same_direction_house,binary__cooks_regularly,nominal__customer_type,ordinal__qualif,binary__is_foodie,ordinal__no_take_aways,nominal__job_industry,binary__restuarant_opposite_direction_house,binary__has_children,ordinal__type_of_rest_rating,interval__temperature,ordinal__restaur_spend_greater_than20,interval__travel_time,interval__season,ordinal__dest_distance,binary__prefer_home_food,nominal__pref_profile,nominal__biz_type,nominal__spend_id,nominal__direction,nominal__extra_travel,nominal__circumstance,target
173,0,6,2,1,3,0,4,5,1,1,1,1,0,0,0,0,5,1,4,4,1,1,2,40,1,18,1,0,0,6,8,8,2,3,12,1.0
174,1,8,1,0,3,0,0,3,1,0,1,1,0,0,1,0,2,1,4,5,1,0,2,89,1,14,2,1,0,7,1,8,2,0,2,1.0
175,1,2,1,0,2,0,4,4,1,0,1,0,0,0,1,3,2,0,3,3,1,1,2,40,0,7,1,1,1,11,9,2,2,0,36,1.0
176,1,8,1,0,2,0,4,4,0,0,2,0,0,0,0,0,2,0,2,13,0,0,2,89,1,14,2,2,0,0,9,7,0,0,0,1.0
177,1,8,3,0,2,1,2,7,1,0,2,0,0,1,0,2,4,0,3,7,0,0,3,40,1,7,1,0,0,2,5,7,1,0,25,1.0
178,0,7,1,0,3,0,2,4,1,0,1,1,0,0,1,0,5,0,2,15,1,1,2,89,1,10,1,2,0,3,4,8,2,0,2,0.0
179,1,3,1,1,4,1,3,4,0,0,0,0,0,0,1,3,2,1,4,4,1,0,2,67,0,18,3,1,1,13,7,4,2,2,41,0.0
180,1,3,2,1,2,0,1,2,1,0,0,1,0,0,0,0,4,0,2,18,1,1,0,67,1,7,3,0,1,10,3,7,2,2,8,1.0
181,1,0,2,0,2,1,4,3,1,0,1,0,0,0,0,0,4,1,4,0,1,0,1,40,0,7,2,0,1,14,9,2,2,0,2,1.0
182,0,7,4,1,2,0,4,7,0,1,0,1,0,0,1,0,2,1,1,22,1,1,1,67,1,7,3,0,0,5,8,7,2,3,12,0.0
183,1,8,1,1,3,1,2,1,1,0,3,0,0,0,0,2,4,1,2,0,1,0,2,67,2,10,3,1,0,6,5,13,2,2,31,1.0
184,1,3,2,1,2,0,2,7,1,0,0,0,0,1,0,0,4,0,2,17,1,1,3,67,2,7,2,2,0,2,5,12,3,2,9,0.0
185,0,5,0,0,2,2,1,5,1,0,0,0,0,1,1,1,4,1,3,2,0,1,2,89,0,14,2,0,1,15,2,2,1,0,15,1.0
186,1,1,0,1,1,0,2,6,1,0,0,1,0,1,0,0,0,1,1,0,0,1,3,89,0,7,2,0,0,6,5,1,1,2,7,1.0
187,1,1,1,0,2,4,1,7,1,0,1,1,0,0,0,0,3,1,3,8,1,1,1,40,1,10,3,2,1,14,3,7,2,0,2,1.0
188,0,1,1,0,4,2,3,3,1,0,1,0,0,1,0,0,2,1,3,23,0,1,0,40,4,18,3,2,1,14,6,24,1,0,1,0.0
189,1,2,0,1,3,1,1,2,0,0,0,1,0,1,0,3,2,0,1,10,1,0,3,89,1,7,2,1,1,8,3,8,3,2,42,1.0
190,0,5,1,0,2,0,4,5,0,0,1,1,0,0,1,1,2,0,2,1,1,1,3,67,1,14,3,1,1,9,8,7,2,0,46,0.0
191,0,8,0,0,2,1,3,2,0,0,2,0,0,0,0,3,2,1,3,0,1,0,2,89,1,18,2,2,0,4,6,7,2,0,36,1.0
192,0,0,3,0,3,1,2,1,0,0,4,1,0,0,0,2,2,0,3,3,1,0,1,89,2,10,3,1,0,0,4,13,2,0,26,1.0
193,1,3,2,0,2,0,2,4,1,0,1,1,0,1,1,2,4,1,2,13,0,1,1,89,2,22,2,2,1,15,5,12,1,0,25,1.0
194,0,0,0,0,1,0,4,4,0,0,0,1,0,0,0,3,2,0,3,0,1,1,3,40,1,18,2,1,1,8,8,6,2,0,36,0.0
195,1,3,1,1,1,1,1,1,1,0,0,1,2,0,1,3,3,0,2,5,1,0,0,67,1,10,1,1,0,3,3,6,2,2,41,1.0
196,0,5,0,0,2,3,4,4,0,0,0,0,0,0,1,3,2,0,2,0,1,0,1,89,1,10,2,1,1,9,8,7,2,0,36,1.0
197,1,6,3,1,1,1,4,1,0,1,2,0,0,0,1,0,2,0,1,0,1,0,1,40,0,7,1,0,1,9,9,1,2,3,12,0.0
198,0,3,3,0,2,0,2,3,0,0,0,1,0,0,1,2,5,1,2,17,1,0,2,89,2,22,1,2,0,5,4,12,2,0,26,1.0
199,1,8,2,1,4,0,2,4,1,0,2,0,0,0,0,0,4,0,2,5,1,1,0,67,2,10,3,1,0,2,5,14,2,2,8,1.0
200,1,5,0,0,2,0,4,4,0,0,0,0,0,0,1,0,4,1,1,2,1,1,4,40,2,18,2,1,0,5,9,12,2,0,2,0.0
201,0,5,3,0,3,0,0,5,0,0,2,1,0,0,0,0,4,1,3,7,1,1,4,89,2,18,2,2,1,12,0,13,2,0,2,1.0
202,1,8,2,1,2,0,0,5,0,0,0,1,3,0,1,1,4,1,2,11,1,1,3,89,1,10,2,1,1,13,1,7,2,2,20,0.0
203,0,6,0,1,3,3,3,2,1,0,0,0,0,0,1,0,4,1,2,2,1,0,4,89,2,14,3,1,1,15,6,13,2,2,8,0.0
204,1,8,2,0,2,0,4,4,0,0,1,0,0,1,1,2,4,0,3,1,0,0,0,89,2,22,2,2,1,9,9,12,1,0,25,1.0
205,1,3,1,1,1,1,1,1,1,0,0,0,2,0,1,3,3,1,2,5,1,0,3,89,1,18,1,2,1,15,3,6,2,2,41,1.0
206,0,6,2,1,2,0,0,5,0,0,1,1,0,0,1,3,5,1,3,7,1,1,0,67,0,22,2,2,0,5,0,2,2,2,41,1.0
207,1,1,0,1,2,1,2,3,1,0,3,0,0,0,0,3,2,0,4,6,1,0,4,67,0,10,2,1,0,2,5,2,2,2,41,0.0
208,0,8,1,1,2,1,1,6,1,0,0,0,0,0,1,3,4,1,3,7,1,0,1,40,0,10,2,1,1,15,2,2,2,2,41,0.0
209,1,4,4,1,4,1,3,1,1,0,1,0,0,1,1,0,4,1,2,3,1,0,1,67,3,10,3,1,1,15,7,19,3,2,9,0.0
210,1,2,3,1,2,3,2,1,1,0,2,0,0,1,1,0,4,0,3,2,0,0,2,40,2,18,1,2,0,3,5,12,1,2,7,1.0
211,0,8,0,1,2,0,1,1,1,0,1,0,0,0,1,3,5,1,3,4,1,0,2,89,1,10,3,1,1,15,2,7,2,2,41,1.0
212,0,4,2,1,2,3,2,2,1,0,0,1,0,0,1,3,3,1,2,12,1,0,4,89,1,14,2,1,1,15,4,7,2,2,41,0.0
213,0,0,4,1,0,1,2,2,1,0,0,0,0,1,0,1,4,0,0,3,0,1,1,89,0,18,2,2,0,2,4,0,1,2,19,1.0
214,0,2,0,1,2,1,2,6,0,1,2,1,0,0,1,0,2,1,3,21,1,0,2,89,2,7,2,2,0,5,4,12,2,3,12,0.0
215,1,3,1,1,2,0,4,7,1,0,0,1,0,0,0,0,4,0,3,0,1,1,0,89,1,22,3,1,0,2,9,7,2,2,8,0.0
216,1,7,2,1,2,1,1,7,1,0,2,0,0,0,0,0,5,0,2,13,1,0,4,67,1,14,2,1,1,10,3,7,2,2,8,0.0
217,0,4,1,0,3,0,0,3,0,0,0,1,0,0,1,0,4,1,2,21,1,0,0,89,3,10,1,2,1,13,0,18,2,0,2,0.0
218,0,8,2,0,3,0,1,7,0,0,2,0,0,0,0,3,5,0,4,15,1,1,4,67,1,18,2,1,0,0,2,8,2,0,36,1.0
219,1,1,3,0,2,1,4,1,1,0,2,1,0,1,0,3,4,1,3,0,1,1,3,89,1,10,1,1,0,6,9,7,3,0,37,1.0
220,1,2,0,1,4,0,2,3,0,0,0,1,0,0,0,2,4,1,3,1,1,1,1,40,0,18,1,1,0,4,5,4,2,2,31,1.0
221,1,7,2,1,3,0,2,3,0,0,0,0,0,0,1,3,1,1,1,5,1,1,3,89,1,18,2,1,1,13,5,8,2,2,41,1.0
222,1,5,1,0,2,0,0,3,1,0,1,1,0,0,0,2,4,0,3,13,1,0,3,40,3,22,3,1,0,2,1,17,2,0,26,0.0
223,1,8,0,0,3,3,4,7,0,0,4,0,0,0,0,1,4,1,2,22,1,1,2,67,2,14,2,1,0,4,9,13,2,0,46,1.0
224,1,2,0,0,1,0,2,2,1,0,0,1,0,0,1,1,2,1,2,0,1,1,0,89,0,10,2,1,1,15,5,1,2,0,46,0.0
225,1,8,2,1,2,1,4,1,1,0,1,0,0,0,0,3,2,0,2,3,1,0,2,89,1,18,1,1,0,2,9,7,2,2,41,1.0
226,0,3,0,1,3,3,1,1,0,0,0,0,0,0,0,3,2,1,2,0,1,1,0,89,2,10,1,1,0,4,2,13,2,2,41,1.0
227,1,2,2,1,1,0,2,1,1,0,0,0,0,1,1,3,5,1,2,13,1,1,1,40,1,14,2,1,1,15,5,6,3,2,42,1.0
228,1,2,0,1,2,0,0,1,1,0,0,0,0,0,0,0,4,0,2,0,1,0,4,67,1,10,3,1,0,2,1,7,2,2,8,1.0
229,1,3,4,0,3,1,2,6,1,0,0,0,0,0,1,1,5,1,2,5,1,0,2,67,1,7,3,0,1,15,5,8,2,0,46,0.0
230,1,3,1,0,0,3,0,1,0,0,0,1,0,1,1,2,1,0,3,5,0,0,1,40,1,22,2,2,1,9,1,5,1,0,25,0.0
231,0,1,0,0,2,2,2,1,1,0,0,0,0,1,1,0,2,1,2,1,0,0,0,89,0,22,3,0,0,7,4,2,1,0,1,1.0
232,0,2,2,0,3,1,2,3,0,0,3,1,0,0,0,3,4,1,2,2,1,0,4,67,2,14,2,2,1,12,4,13,2,0,36,0.0
233,1,3,2,0,2,0,3,5,0,0,1,1,0,1,1,0,3,1,2,7,0,0,1,89,1,7,2,2,0,5,7,7,1,0,1,1.0
234,0,1,2,1,2,0,3,3,1,0,0,1,0,0,0,1,5,0,1,13,1,1,1,89,2,18,2,1,0,2,6,12,2,2,20,1.0
235,1,1,1,0,1,1,4,1,0,0,2,0,0,0,1,2,2,0,3,3,1,0,3,89,0,7,1,0,0,1,9,1,2,0,26,1.0
236,0,4,3,0,2,0,1,5,0,0,1,0,0,1,0,0,5,0,3,13,0,1,0,89,1,7,2,0,1,8,2,7,1,0,1,1.0
237,0,1,1,1,3,0,3,1,1,0,1,0,0,1,0,1,2,0,2,3,1,1,4,67,1,22,3,2,0,2,6,8,3,2,21,1.0
238,1,3,1,0,1,1,4,1,1,0,0,0,2,0,1,3,3,0,2,5,1,0,3,89,1,7,2,1,1,11,9,6,2,0,36,1.0
239,1,8,4,0,4,0,4,2,1,0,1,0,0,1,1,1,5,0,3,12,0,0,1,89,2,22,2,2,0,3,9,14,1,0,15,1.0
240,1,4,3,1,2,3,1,2,1,0,2,0,0,0,1,3,2,0,4,2,1,0,0,67,2,14,1,2,0,3,3,12,2,2,41,0.0
241,0,8,1,1,3,0,0,3,0,0,1,1,0,1,0,0,2,1,4,5,0,0,2,67,1,22,2,2,1,12,0,8,1,2,7,0.0
242,0,2,0,0,0,3,4,1,0,0,0,1,0,0,1,0,2,1,2,6,1,0,3,89,0,10,2,1,0,5,8,0,2,0,2,1.0
243,1,1,3,1,1,2,0,4,1,0,1,1,0,0,1,0,3,0,2,5,1,0,1,89,1,22,3,2,0,3,1,6,2,2,8,0.0
244,0,3,1,1,1,1,3,3,0,1,1,0,0,0,0,3,3,0,2,0,1,1,3,89,1,10,2,0,0,0,6,6,2,3,44,1.0
245,1,2,0,0,1,1,3,7,1,0,2,1,0,1,0,0,1,0,3,19,0,0,4,89,0,18,2,2,0,2,7,1,1,0,1,0.0
246,1,3,1,1,2,0,4,2,1,0,1,0,0,0,0,2,3,1,2,24,1,0,4,89,1,22,2,1,1,14,9,7,2,2,31,1.0
247,1,2,4,1,2,0,1,3,0,0,0,1,0,0,1,0,5,0,3,3,1,1,3,67,1,10,3,1,1,9,3,7,2,2,8,0.0
248,0,2,3,1,2,1,2,1,1,1,3,0,0,0,1,0,4,1,3,3,1,1,2,89,0,18,2,2,0,7,4,2,2,3,12,0.0
249,1,5,1,1,1,1,0,1,1,1,0,1,0,0,1,0,4,0,2,3,1,0,2,67,1,7,3,0,1,11,1,6,2,3,12,0.0
250,1,2,3,1,2,3,4,3,1,0,2,1,0,1,0,2,1,1,4,2,1,0,1,89,0,14,2,2,0,6,9,2,3,2,50,1.0
251,0,8,1,1,3,0,2,3,0,0,1,0,0,0,0,2,2,0,4,1,1,0,3,40,1,14,2,2,1,8,4,8,2,2,31,0.0
252,0,2,2,1,2,1,1,1,1,0,1,0,0,0,1,3,2,1,2,5,1,0,3,67,1,22,2,1,0,7,2,7,2,2,41,1.0
253,1,2,0,1,1,3,2,5,0,0,1,0,0,1,0,3,2,1,4,19,1,1,3,67,2,7,2,2,1,12,5,11,3,2,42,1.0
254,1,1,0,0,3,1,2,1,1,0,0,0,0,1,1,0,1,0,2,6,1,0,2,89,2,18,2,0,1,11,5,13,3,0,3,0.0
255,0,6,0,1,2,0,3,4,1,0,1,1,0,0,1,3,3,0,3,15,1,1,1,89,1,14,2,1,1,11,6,7,2,2,41,1.0
256,1,4,4,1,4,1,1,1,0,0,1,1,0,1,0,0,4,1,4,4,0,0,3,40,3,7,1,0,0,4,3,19,1,2,7,1.0
257,0,4,4,1,3,0,1,4,1,0,3,1,0,0,0,2,5,1,3,1,1,1,1,67,2,7,2,1,0,6,2,13,2,2,31,0.0
258,1,1,0,0,3,1,1,7,0,0,0,1,0,1,1,0,5,1,3,13,0,0,3,89,1,18,2,2,0,5,3,8,1,0,1,0.0
259,1,3,1,0,2,0,1,1,1,0,1,1,0,1,0,2,2,0,2,0,0,0,0,89,2,7,2,0,0,2,3,12,1,0,25,1.0
260,1,5,0,1,1,3,0,1,0,0,1,1,0,0,1,0,4,1,2,12,1,0,0,67,0,7,3,1,1,13,1,1,2,2,8,0.0
261,1,4,2,1,2,3,0,2,1,1,0,1,0,0,0,0,3,1,2,12,1,0,4,67,1,14,2,0,1,14,1,7,2,3,12,1.0
262,1,3,1,0,4,3,1,1,1,0,0,0,0,0,0,0,1,1,4,11,1,1,3,67,1,10,2,1,1,14,3,9,2,0,2,0.0
263,0,4,3,0,2,1,2,1,1,0,0,0,0,0,0,3,2,1,3,3,1,0,1,89,1,18,1,0,0,6,4,7,2,0,36,0.0
264,1,8,3,1,3,1,1,1,1,1,1,0,0,0,0,0,4,0,2,2,1,0,1,67,2,14,2,0,0,2,3,13,2,3,12,1.0
265,1,8,2,1,2,0,3,4,0,0,1,0,0,0,0,2,4,0,3,1,1,0,0,89,2,10,2,1,1,8,7,12,2,2,31,1.0
266,0,5,0,1,1,3,2,2,0,0,1,1,0,0,0,0,2,0,1,3,1,0,2,89,1,7,2,1,1,8,4,6,2,2,8,0.0
267,0,1,2,1,3,0,4,2,0,0,0,1,0,0,1,0,3,0,2,1,1,0,4,67,0,14,2,1,1,9,8,3,2,2,8,1.0
268,1,3,0,1,2,3,1,7,1,1,0,1,0,0,1,0,2,0,3,7,1,1,4,89,1,7,2,0,0,3,3,7,2,3,12,1.0
269,1,1,2,0,4,1,3,1,0,0,1,1,0,0,1,0,4,0,4,5,1,0,3,89,2,10,3,0,1,9,7,14,2,0,2,1.0
270,1,8,1,1,3,0,0,3,1,0,1,1,0,0,1,2,2,0,4,5,1,0,0,40,1,10,2,1,1,11,1,8,2,2,31,1.0
271,1,0,2,0,2,1,4,1,0,0,3,0,0,0,1,2,2,0,3,3,1,0,2,40,1,10,1,1,1,9,9,7,2,0,26,1.0
272,1,7,4,1,3,3,0,1,0,0,2,0,0,0,0,3,2,0,3,0,1,0,2,40,1,14,3,2,0,0,1,8,2,2,41,0.0
273,0,0,3,0,3,1,1,2,1,0,2,1,0,0,1,1,2,1,0,3,1,1,1,89,1,18,2,1,1,15,2,8,2,0,46,0.0
274,1,1,1,1,4,2,1,3,0,0,1,1,0,0,1,0,2,0,3,23,1,1,3,40,4,10,2,1,1,9,3,24,2,2,8,1.0
275,1,2,3,1,2,3,2,1,0,0,2,1,0,1,1,0,4,1,3,2,0,0,2,89,2,18,2,0,0,5,5,12,1,2,7,1.0
276,0,7,1,0,1,0,3,2,1,0,2,1,0,0,0,0,4,1,2,0,1,0,2,67,1,22,1,2,1,14,6,6,2,0,2,0.0
277,1,1,3,0,2,0,4,2,1,0,2,1,0,1,1,0,4,1,2,7,0,1,2,89,1,18,3,2,1,15,9,7,1,0,1,0.0
278,1,0,2,0,3,1,4,0,0,0,0,0,0,1,1,2,2,1,1,8,0,0,1,89,1,7,2,0,1,13,9,8,1,0,25,0.0
279,0,0,1,1,2,3,2,1,1,0,2,0,0,0,0,2,4,0,3,3,1,0,3,89,1,10,2,1,0,2,4,7,2,2,31,0.0
280,1,3,3,0,3,0,4,2,0,0,1,0,0,0,1,2,2,1,2,9,1,0,0,67,1,18,2,0,0,5,9,8,2,0,26,1.0
281,1,8,2,0,2,1,4,2,0,0,1,0,0,1,1,0,4,0,3,23,0,0,4,89,2,18,2,0,0,1,9,12,1,0,1,1.0
282,0,2,4,1,2,0,1,1,0,0,0,1,0,0,1,0,4,1,2,0,1,1,3,40,2,18,2,1,1,13,2,12,2,2,8,0.0
283,0,7,3,1,3,0,1,7,0,0,0,1,0,0,1,1,4,1,2,0,1,1,1,89,2,22,1,2,0,5,2,13,2,2,20,0.0
284,1,4,3,1,2,3,2,2,1,0,2,0,0,0,0,3,2,1,4,2,1,0,1,89,2,14,2,1,1,14,5,12,2,2,41,0.0
285,0,6,3,0,2,0,4,5,1,0,1,1,0,0,0,0,5,0,4,5,1,1,4,89,1,22,2,1,0,2,8,7,2,0,2,1.0
286,0,7,2,1,2,1,2,7,0,0,2,0,0,0,1,2,5,1,1,13,1,0,0,67,1,14,1,1,1,13,4,7,2,2,31,0.0
287,1,8,0,1,2,1,1,5,1,0,2,0,0,0,1,1,4,0,2,12,1,1,3,89,2,18,2,1,0,3,3,12,2,2,20,1.0
288,1,8,2,0,3,0,2,7,1,0,2,0,0,0,0,2,5,0,4,15,1,1,2,67,1,18,1,1,0,2,5,8,2,0,26,1.0
289,1,1,0,0,4,0,4,3,1,0,1,0,0,0,0,1,5,1,3,2,1,0,3,67,1,10,1,1,0,6,9,9,2,0,46,1.0
290,1,3,1,1,3,1,2,3,1,0,0,1,0,0,0,0,5,0,1,19,1,1,3,40,2,10,1,0,1,10,5,13,2,2,8,1.0
291,0,3,1,1,1,1,1,6,1,0,0,1,0,0,0,0,4,0,1,1,1,0,4,67,0,22,2,0,0,2,2,1,2,2,8,0.0
292,0,2,0,0,2,3,2,0,0,0,1,1,0,0,1,0,2,1,3,3,1,0,3,67,1,22,2,0,1,13,4,7,2,0,2,1.0
293,0,5,4,1,3,1,0,2,0,1,2,1,0,0,1,0,5,1,3,5,1,0,3,67,2,7,3,0,0,5,0,13,2,3,12,0.0
294,1,1,4,0,2,2,4,5,1,0,0,1,0,0,1,1,4,0,1,1,1,1,1,67,0,14,2,1,0,3,9,2,2,0,46,1.0
295,0,2,0,1,1,0,0,2,1,0,1,0,0,0,1,1,4,1,2,2,1,1,0,40,1,10,2,1,1,15,0,6,2,2,20,1.0
296,0,4,2,1,2,0,0,1,1,1,0,1,0,0,1,0,3,1,2,0,1,1,3,67,2,14,1,1,1,15,0,12,2,3,12,1.0
297,1,3,0,0,2,1,4,5,1,0,0,0,0,0,0,2,2,1,3,2,1,0,1,67,1,7,3,0,0,6,9,7,2,0,26,1.0
298,1,4,0,0,1,1,0,1,1,0,0,0,0,1,0,0,5,1,2,5,0,0,2,67,0,18,2,2,1,14,1,1,1,0,1,0.0
299,1,1,3,1,2,2,4,1,1,0,3,0,0,1,1,3,3,1,2,1,1,1,4,89,1,18,2,1,1,15,9,7,3,2,42,1.0
300,0,6,0,0,1,0,2,3,1,0,2,0,0,1,1,0,4,0,1,5,0,1,2,67,1,22,3,1,1,11,4,6,1,0,1,0.0
301,0,7,0,0,2,0,2,7,0,0,0,1,0,0,0,0,2,1,2,17,1,1,1,89,1,18,3,2,0,4,4,7,2,0,2,0.0
302,0,7,0,1,2,0,4,2,0,1,0,0,0,0,0,0,4,0,2,17,1,0,0,67,1,22,2,0,1,8,8,7,2,3,12,0.0
303,0,4,1,1,1,0,1,7,1,0,1,0,0,1,0,2,5,0,1,17,0,0,2,40,1,22,2,2,0,2,2,6,1,2,30,0.0
304,1,4,0,1,1,0,0,7,0,1,0,1,0,0,0,0,4,0,1,13,1,1,1,67,1,7,1,0,0,0,1,6,2,3,12,0.0
305,1,0,1,1,2,1,4,3,1,0,1,1,0,0,1,0,3,1,1,0,1,0,1,40,1,7,1,0,1,15,9,7,2,2,8,0.0
306,1,4,0,1,3,1,0,0,1,1,0,1,0,1,1,0,2,0,3,3,1,1,3,89,2,7,1,0,0,3,1,13,3,3,13,0.0
307,0,2,2,1,3,0,2,5,1,0,0,0,0,0,0,1,2,1,4,1,1,1,2,67,1,18,1,0,0,6,4,8,2,2,20,0.0
308,1,5,4,1,3,1,2,1,1,0,4,0,0,1,0,0,4,0,4,1,0,1,2,40,0,7,2,1,1,10,5,3,1,2,7,0.0
309,0,4,1,1,2,0,4,2,0,0,0,1,0,0,0,1,2,1,2,0,1,1,2,89,0,10,1,1,1,12,8,2,2,2,20,1.0
310,0,6,1,0,2,1,0,3,0,0,0,0,0,1,1,0,3,1,4,1,0,0,2,67,1,7,2,0,0,5,0,7,1,0,1,0.0
311,1,1,3,1,2,2,1,5,0,0,3,0,0,0,1,0,3,0,2,1,1,1,3,67,1,10,2,2,1,9,3,7,2,2,8,0.0
312,0,4,1,1,2,0,0,7,1,0,0,1,0,0,1,0,2,0,3,17,1,0,1,40,1,14,2,2,0,3,0,7,2,2,8,0.0
313,0,2,1,1,1,1,0,7,1,0,0,0,0,0,1,0,3,1,3,2,1,1,3,89,2,22,2,0,1,15,0,11,2,2,8,0.0
314,1,6,2,0,3,0,0,3,0,0,2,0,0,0,0,0,4,0,3,2,1,0,4,67,3,10,2,1,1,8,1,18,2,0,2,1.0
315,1,8,2,1,2,1,1,1,1,0,0,1,0,1,1,3,5,1,1,13,0,1,1,67,2,18,2,2,1,15,3,12,1,2,40,0.0
316,0,6,1,1,2,1,0,5,0,0,1,1,0,0,1,1,4,1,2,8,1,1,1,40,1,18,2,2,0,5,0,7,2,2,20,1.0
317,0,5,3,0,3,0,2,7,0,0,0,0,0,1,0,0,5,1,2,17,0,1,4,67,1,7,2,0,0,4,4,8,1,0,1,1.0
318,1,3,4,0,2,0,3,7,0,0,0,0,0,1,1,0,1,1,3,2,0,1,1,89,1,7,2,1,1,13,7,7,1,0,1,0.0
319,1,3,1,0,3,0,4,3,0,0,2,1,0,0,0,1,2,0,4,2,1,0,2,67,0,22,3,1,1,8,9,3,2,0,46,1.0
320,0,8,1,1,3,0,2,4,1,0,2,0,0,0,1,2,5,0,2,2,1,0,0,89,2,18,1,1,1,11,4,13,2,2,31,1.0
321,1,1,1,0,3,0,4,2,0,0,0,1,0,0,0,0,3,1,4,7,1,0,2,40,0,14,2,1,0,4,9,3,2,0,2,1.0
322,1,3,4,1,2,1,3,1,0,0,2,0,0,0,1,0,2,0,3,2,1,0,4,40,1,7,1,0,0,1,7,7,2,2,8,1.0
323,1,4,2,1,1,1,2,1,1,0,1,0,0,0,0,3,4,1,2,0,1,0,1,67,1,10,2,2,0,6,5,6,2,2,41,1.0
324,1,5,1,1,1,1,1,1,0,0,0,1,0,0,0,3,4,1,2,3,1,0,3,89,1,14,2,1,1,12,3,6,2,2,41,1.0
325,1,2,0,1,2,0,2,5,0,0,1,0,0,0,0,3,2,0,4,19,1,0,0,89,2,22,1,1,0,0,5,12,2,2,41,0.0
326,0,3,1,1,1,0,4,3,1,1,0,0,0,0,1,0,2,0,3,5,1,1,2,40,1,7,2,0,1,11,8,6,2,3,12,0.0
327,1,0,1,0,2,1,2,2,1,0,1,1,0,0,0,3,1,1,3,0,1,1,1,67,0,14,3,1,1,14,5,2,2,0,36,1.0
328,1,3,2,1,2,1,1,4,1,1,1,0,0,0,1,2,2,0,3,5,1,0,0,89,1,7,2,0,0,3,3,7,2,3,32,1.0
329,0,4,0,0,1,1,4,1,0,0,1,0,0,1,0,0,3,1,3,1,1,0,2,89,0,10,2,1,0,4,8,1,3,0,3,1.0
330,1,0,1,1,2,1,3,1,1,0,1,0,0,0,1,0,2,0,1,3,1,0,3,67,2,10,3,1,1,11,7,12,2,2,8,1.0
331,1,1,4,1,4,1,2,2,1,0,0,1,0,1,0,0,4,1,4,3,0,1,1,40,2,18,2,1,1,14,5,14,1,2,7,1.0
332,1,8,2,1,3,1,0,0,0,1,0,1,0,0,0,0,2,0,3,3,1,0,0,67,2,22,2,0,0,0,1,13,2,3,12,0.0
333,1,6,0,1,3,1,2,7,1,0,2,0,0,0,1,2,4,0,2,5,1,0,4,89,2,7,2,0,1,11,5,13,2,2,31,0.0
334,1,2,1,0,1,2,4,3,0,0,2,1,0,0,1,1,1,0,2,4,1,1,4,89,3,14,2,1,0,1,9,16,2,0,46,1.0
335,1,7,4,0,3,0,4,1,0,1,3,0,0,0,1,0,4,0,2,0,1,0,1,89,0,14,1,2,1,9,9,3,2,1,5,1.0
336,1,0,1,0,2,1,3,1,1,0,1,0,0,1,0,0,2,0,1,3,0,0,4,89,2,18,2,2,1,10,7,12,1,0,1,1.0
337,0,6,1,1,1,0,1,6,0,0,1,0,0,1,0,2,2,1,2,2,0,0,3,40,1,18,3,0,1,12,2,6,1,2,30,0.0
338,0,5,3,1,3,0,2,7,1,0,0,0,0,0,1,1,5,0,2,17,1,1,4,89,1,18,2,2,1,11,4,8,2,2,20,0.0
339,1,1,0,1,1,2,2,3,0,0,2,1,0,0,0,3,2,0,3,23,1,1,4,89,1,14,2,2,1,8,5,6,2,2,41,0.0
340,0,7,4,1,2,1,3,0,0,0,1,0,0,0,1,3,2,0,2,23,1,0,3,40,1,22,1,1,1,9,6,7,2,2,41,0.0
341,1,8,3,0,3,0,2,6,0,0,0,0,0,0,0,3,4,0,3,1,1,1,4,89,1,18,2,1,0,0,5,8,2,0,36,1.0
342,0,0,0,0,2,4,3,7,0,0,0,0,0,0,0,0,2,1,1,14,1,0,3,67,1,7,2,0,0,4,6,7,2,0,2,1.0
343,1,5,1,0,3,3,3,2,0,0,2,1,0,1,0,0,5,0,2,5,0,0,0,89,2,7,2,0,0,0,7,13,1,0,1,0.0
344,1,3,4,0,3,0,4,2,0,0,2,0,0,0,0,1,4,0,3,5,1,1,2,89,1,14,3,1,1,8,9,8,2,0,46,1.0
345,1,5,1,1,1,0,0,5,0,0,0,1,0,0,0,1,3,0,1,13,1,1,1,67,1,7,3,1,1,8,1,6,2,2,20,0.0
346,1,1,3,1,2,1,3,6,1,0,0,0,0,0,0,0,2,0,2,3,1,0,3,67,0,7,3,2,1,10,7,2,2,2,8,1.0
347,1,3,1,1,4,0,2,7,1,0,0,1,0,0,0,0,2,1,4,21,1,0,1,67,2,10,2,2,1,14,5,14,2,2,8,1.0
348,1,6,0,1,2,0,1,3,0,0,0,0,0,0,1,1,4,0,2,5,1,1,4,67,0,22,2,1,0,1,3,2,2,2,20,0.0
349,0,8,1,0,2,3,2,3,0,0,0,1,0,0,1,2,4,1,1,11,1,0,1,89,2,10,2,1,1,13,4,12,2,0,26,1.0
350,0,2,3,1,3,0,4,2,0,0,1,1,0,1,1,0,4,1,2,7,1,1,4,89,2,22,2,0,0,5,8,13,3,2,9,1.0
351,1,2,2,1,2,0,2,7,1,0,1,0,0,0,0,0,5,1,2,13,1,1,1,67,1,18,3,1,1,14,5,7,2,2,8,1.0
