,binary__offer_expiration,ordinal__income_range,ordinal__no_visited_cold_drinks,binary__travelled_more_than_15mins_for_offer,ordinal__restaur_spend_less_than20,nominal__marital_status,nominal__restaurant_type,ordinal__age,binary__prefer_western_over_chinese,binary__travelled_more_than_25mins_for_offer,ordinal__no_visited_bars,binary__gender,nominal__car,binary__restuarant_same_direction_house,binary__cooks_regularly,nominal__customer_type,ordinal__qualif,binary__is_foodie,ordinal__no_take_aways,nominal__job_industry,binary__restuarant_opposite_direction_house,binary__has_children,ordinal__type_of_rest_rating,interval__temperature,ordinal__restaur_spend_greater_than20,interval__travel_time,interval__season,ordinal__dest_distance,binary__prefer_home_food,target,nominal__pref_profile,nominal__biz_type,nominal__spend_id,nominal__direction,nominal__extra_travel,nominal__circumstance
178,0,7,1,0,3,0,2,4,1,0,1,1,0,0,1,0,5,0,2,15,1,1,2,89,1,10,1,2,0,0,3,4,8,2,0,2
179,1,3,1,1,4,1,3,4,0,0,0,0,0,0,1,3,2,1,4,4,1,0,2,67,0,18,3,1,1,0,13,7,4,2,2,41
180,1,3,2,1,2,0,1,2,1,0,0,1,0,0,0,0,4,0,2,18,1,1,0,67,1,7,3,0,1,1,10,3,7,2,2,8
181,1,0,2,0,2,1,4,3,1,0,1,0,0,0,0,0,4,1,4,0,1,0,1,40,0,7,2,0,1,1,14,9,2,2,0,2
182,0,7,4,1,2,0,4,7,0,1,0,1,0,0,1,0,2,1,1,22,1,1,1,67,1,7,3,0,0,0,5,8,7,2,3,12
183,1,8,1,1,3,1,2,1,1,0,3,0,0,0,0,2,4,1,2,0,1,0,2,67,2,10,3,1,0,1,6,5,13,2,2,31
184,1,3,2,1,2,0,2,7,1,0,0,0,0,1,0,0,4,0,2,17,1,1,3,67,2,7,2,2,0,0,2,5,12,3,2,9
185,0,5,0,0,2,2,1,5,1,0,0,0,0,1,1,1,4,1,3,2,0,1,2,89,0,14,2,0,1,1,15,2,2,1,0,15
186,1,1,0,1,1,0,2,6,1,0,0,1,0,1,0,0,0,1,1,0,0,1,3,89,0,7,2,0,0,1,6,5,1,1,2,7
187,1,1,1,0,2,4,1,7,1,0,1,1,0,0,0,0,3,1,3,8,1,1,1,40,1,10,3,2,1,1,14,3,7,2,0,2
188,0,1,1,0,4,2,3,3,1,0,1,0,0,1,0,0,2,1,3,23,0,1,0,40,4,18,3,2,1,0,14,6,24,1,0,1
189,1,2,0,1,3,1,1,2,0,0,0,1,0,1,0,3,2,0,1,10,1,0,3,89,1,7,2,1,1,1,8,3,8,3,2,42
190,0,5,1,0,2,0,4,5,0,0,1,1,0,0,1,1,2,0,2,1,1,1,3,67,1,14,3,1,1,0,9,8,7,2,0,46
191,0,8,0,0,2,1,3,2,0,0,2,0,0,0,0,3,2,1,3,0,1,0,2,89,1,18,2,2,0,1,4,6,7,2,0,36
192,0,0,3,0,3,1,2,1,0,0,4,1,0,0,0,2,2,0,3,3,1,0,1,89,2,10,3,1,0,1,0,4,13,2,0,26
193,1,3,2,0,2,0,2,4,1,0,1,1,0,1,1,2,4,1,2,13,0,1,1,89,2,22,2,2,1,1,15,5,12,1,0,25
194,0,0,0,0,1,0,4,4,0,0,0,1,0,0,0,3,2,0,3,0,1,1,3,40,1,18,2,1,1,0,8,8,6,2,0,36
195,1,3,1,1,1,1,1,1,1,0,0,1,2,0,1,3,3,0,2,5,1,0,0,67,1,10,1,1,0,1,3,3,6,2,2,41
196,0,5,0,0,2,3,4,4,0,0,0,0,0,0,1,3,2,0,2,0,1,0,1,89,1,10,2,1,1,1,9,8,7,2,0,36
197,1,6,3,1,1,1,4,1,0,1,2,0,0,0,1,0,2,0,1,0,1,0,1,40,0,7,1,0,1,0,9,9,1,2,3,12
198,0,3,3,0,2,0,2,3,0,0,0,1,0,0,1,2,5,1,2,17,1,0,2,89,2,22,1,2,0,1,5,4,12,2,0,26
199,1,8,2,1,4,0,2,4,1,0,2,0,0,0,0,0,4,0,2,5,1,1,0,67,2,10,3,1,0,1,2,5,14,2,2,8
200,1,5,0,0,2,0,4,4,0,0,0,0,0,0,1,0,4,1,1,2,1,1,4,40,2,18,2,1,0,0,5,9,12,2,0,2
201,0,5,3,0,3,0,0,5,0,0,2,1,0,0,0,0,4,1,3,7,1,1,4,89,2,18,2,2,1,1,12,0,13,2,0,2
202,1,8,2,1,2,0,0,5,0,0,0,1,3,0,1,1,4,1,2,11,1,1,3,89,1,10,2,1,1,0,13,1,7,2,2,20
203,0,6,0,1,3,3,3,2,1,0,0,0,0,0,1,0,4,1,2,2,1,0,4,89,2,14,3,1,1,0,15,6,13,2,2,8
204,1,8,2,0,2,0,4,4,0,0,1,0,0,1,1,2,4,0,3,1,0,0,0,89,2,22,2,2,1,1,9,9,12,1,0,25
205,1,3,1,1,1,1,1,1,1,0,0,0,2,0,1,3,3,1,2,5,1,0,3,89,1,18,1,2,1,1,15,3,6,2,2,41
206,0,6,2,1,2,0,0,5,0,0,1,1,0,0,1,3,5,1,3,7,1,1,0,67,0,22,2,2,0,1,5,0,2,2,2,41
207,1,1,0,1,2,1,2,3,1,0,3,0,0,0,0,3,2,0,4,6,1,0,4,67,0,10,2,1,0,0,2,5,2,2,2,41
208,0,8,1,1,2,1,1,6,1,0,0,0,0,0,1,3,4,1,3,7,1,0,1,40,0,10,2,1,1,0,15,2,2,2,2,41
209,1,4,4,1,4,1,3,1,1,0,1,0,0,1,1,0,4,1,2,3,1,0,1,67,3,10,3,1,1,0,15,7,19,3,2,9
210,1,2,3,1,2,3,2,1,1,0,2,0,0,1,1,0,4,0,3,2,0,0,2,40,2,18,1,2,0,1,3,5,12,1,2,7
211,0,8,0,1,2,0,1,1,1,0,1,0,0,0,1,3,5,1,3,4,1,0,2,89,1,10,3,1,1,1,15,2,7,2,2,41
212,0,4,2,1,2,3,2,2,1,0,0,1,0,0,1,3,3,1,2,12,1,0,4,89,1,14,2,1,1,0,15,4,7,2,2,41
213,0,0,4,1,0,1,2,2,1,0,0,0,0,1,0,1,4,0,0,3,0,1,1,89,0,18,2,2,0,1,2,4,0,1,2,19
214,0,2,0,1,2,1,2,6,0,1,2,1,0,0,1,0,2,1,3,21,1,0,2,89,2,7,2,2,0,0,5,4,12,2,3,12
215,1,3,1,1,2,0,4,7,1,0,0,1,0,0,0,0,4,0,3,0,1,1,0,89,1,22,3,1,0,0,2,9,7,2,2,8
216,1,7,2,1,2,1,1,7,1,0,2,0,0,0,0,0,5,0,2,13,1,0,4,67,1,14,2,1,1,0,10,3,7,2,2,8
217,0,4,1,0,3,0,0,3,0,0,0,1,0,0,1,0,4,1,2,21,1,0,0,89,3,10,1,2,1,0,13,0,18,2,0,2
218,0,8,2,0,3,0,1,7,0,0,2,0,0,0,0,3,5,0,4,15,1,1,4,67,1,18,2,1,0,1,0,2,8,2,0,36
219,1,1,3,0,2,1,4,1,1,0,2,1,0,1,0,3,4,1,3,0,1,1,3,89,1,10,1,1,0,1,6,9,7,3,0,37
220,1,2,0,1,4,0,2,3,0,0,0,1,0,0,0,2,4,1,3,1,1,1,1,40,0,18,1,1,0,1,4,5,4,2,2,31
221,1,7,2,1,3,0,2,3,0,0,0,0,0,0,1,3,1,1,1,5,1,1,3,89,1,18,2,1,1,1,13,5,8,2,2,41
222,1,5,1,0,2,0,0,3,1,0,1,1,0,0,0,2,4,0,3,13,1,0,3,40,3,22,3,1,0,0,2,1,17,2,0,26
223,1,8,0,0,3,3,4,7,0,0,4,0,0,0,0,1,4,1,2,22,1,1,2,67,2,14,2,1,0,1,4,9,13,2,0,46
224,1,2,0,0,1,0,2,2,1,0,0,1,0,0,1,1,2,1,2,0,1,1,0,89,0,10,2,1,1,0,15,5,1,2,0,46
225,1,8,2,1,2,1,4,1,1,0,1,0,0,0,0,3,2,0,2,3,1,0,2,89,1,18,1,1,0,1,2,9,7,2,2,41
226,0,3,0,1,3,3,1,1,0,0,0,0,0,0,0,3,2,1,2,0,1,1,0,89,2,10,1,1,0,1,4,2,13,2,2,41
227,1,2,2,1,1,0,2,1,1,0,0,0,0,1,1,3,5,1,2,13,1,1,1,40,1,14,2,1,1,1,15,5,6,3,2,42
228,1,2,0,1,2,0,0,1,1,0,0,0,0,0,0,0,4,0,2,0,1,0,4,67,1,10,3,1,0,1,2,1,7,2,2,8
229,1,3,4,0,3,1,2,6,1,0,0,0,0,0,1,1,5,1,2,5,1,0,2,67,1,7,3,0,1,0,15,5,8,2,0,46
230,1,3,1,0,0,3,0,1,0,0,0,1,0,1,1,2,1,0,3,5,0,0,1,40,1,22,2,2,1,0,9,1,5,1,0,25
231,0,1,0,0,2,2,2,1,1,0,0,0,0,1,1,0,2,1,2,1,0,0,0,89,0,22,3,0,0,1,7,4,2,1,0,1
232,0,2,2,0,3,1,2,3,0,0,3,1,0,0,0,3,4,1,2,2,1,0,4,67,2,14,2,2,1,0,12,4,13,2,0,36
233,1,3,2,0,2,0,3,5,0,0,1,1,0,1,1,0,3,1,2,7,0,0,1,89,1,7,2,2,0,1,5,7,7,1,0,1
234,0,1,2,1,2,0,3,3,1,0,0,1,0,0,0,1,5,0,1,13,1,1,1,89,2,18,2,1,0,1,2,6,12,2,2,20
235,1,1,1,0,1,1,4,1,0,0,2,0,0,0,1,2,2,0,3,3,1,0,3,89,0,7,1,0,0,1,1,9,1,2,0,26
236,0,4,3,0,2,0,1,5,0,0,1,0,0,1,0,0,5,0,3,13,0,1,0,89,1,7,2,0,1,1,8,2,7,1,0,1
237,0,1,1,1,3,0,3,1,1,0,1,0,0,1,0,1,2,0,2,3,1,1,4,67,1,22,3,2,0,1,2,6,8,3,2,21
238,1,3,1,0,1,1,4,1,1,0,0,0,2,0,1,3,3,0,2,5,1,0,3,89,1,7,2,1,1,1,11,9,6,2,0,36
239,1,8,4,0,4,0,4,2,1,0,1,0,0,1,1,1,5,0,3,12,0,0,1,89,2,22,2,2,0,1,3,9,14,1,0,15
240,1,4,3,1,2,3,1,2,1,0,2,0,0,0,1,3,2,0,4,2,1,0,0,67,2,14,1,2,0,0,3,3,12,2,2,41
241,0,8,1,1,3,0,0,3,0,0,1,1,0,1,0,0,2,1,4,5,0,0,2,67,1,22,2,2,1,0,12,0,8,1,2,7
242,0,2,0,0,0,3,4,1,0,0,0,1,0,0,1,0,2,1,2,6,1,0,3,89,0,10,2,1,0,1,5,8,0,2,0,2
243,1,1,3,1,1,2,0,4,1,0,1,1,0,0,1,0,3,0,2,5,1,0,1,89,1,22,3,2,0,0,3,1,6,2,2,8
244,0,3,1,1,1,1,3,3,0,1,1,0,0,0,0,3,3,0,2,0,1,1,3,89,1,10,2,0,0,1,0,6,6,2,3,44
245,1,2,0,0,1,1,3,7,1,0,2,1,0,1,0,0,1,0,3,19,0,0,4,89,0,18,2,2,0,0,2,7,1,1,0,1
246,1,3,1,1,2,0,4,2,1,0,1,0,0,0,0,2,3,1,2,24,1,0,4,89,1,22,2,1,1,1,14,9,7,2,2,31
247,1,2,4,1,2,0,1,3,0,0,0,1,0,0,1,0,5,0,3,3,1,1,3,67,1,10,3,1,1,0,9,3,7,2,2,8
248,0,2,3,1,2,1,2,1,1,1,3,0,0,0,1,0,4,1,3,3,1,1,2,89,0,18,2,2,0,0,7,4,2,2,3,12
249,1,5,1,1,1,1,0,1,1,1,0,1,0,0,1,0,4,0,2,3,1,0,2,67,1,7,3,0,1,0,11,1,6,2,3,12
250,1,2,3,1,2,3,4,3,1,0,2,1,0,1,0,2,1,1,4,2,1,0,1,89,0,14,2,2,0,1,6,9,2,3,2,50
251,0,8,1,1,3,0,2,3,0,0,1,0,0,0,0,2,2,0,4,1,1,0,3,40,1,14,2,2,1,0,8,4,8,2,2,31
252,0,2,2,1,2,1,1,1,1,0,1,0,0,0,1,3,2,1,2,5,1,0,3,67,1,22,2,1,0,1,7,2,7,2,2,41
253,1,2,0,1,1,3,2,5,0,0,1,0,0,1,0,3,2,1,4,19,1,1,3,67,2,7,2,2,1,1,12,5,11,3,2,42
254,1,1,0,0,3,1,2,1,1,0,0,0,0,1,1,0,1,0,2,6,1,0,2,89,2,18,2,0,1,0,11,5,13,3,0,3
255,0,6,0,1,2,0,3,4,1,0,1,1,0,0,1,3,3,0,3,15,1,1,1,89,1,14,2,1,1,1,11,6,7,2,2,41
256,1,4,4,1,4,1,1,1,0,0,1,1,0,1,0,0,4,1,4,4,0,0,3,40,3,7,1,0,0,1,4,3,19,1,2,7
257,0,4,4,1,3,0,1,4,1,0,3,1,0,0,0,2,5,1,3,1,1,1,1,67,2,7,2,1,0,0,6,2,13,2,2,31
258,1,1,0,0,3,1,1,7,0,0,0,1,0,1,1,0,5,1,3,13,0,0,3,89,1,18,2,2,0,0,5,3,8,1,0,1
259,1,3,1,0,2,0,1,1,1,0,1,1,0,1,0,2,2,0,2,0,0,0,0,89,2,7,2,0,0,1,2,3,12,1,0,25
260,1,5,0,1,1,3,0,1,0,0,1,1,0,0,1,0,4,1,2,12,1,0,0,67,0,7,3,1,1,0,13,1,1,2,2,8
261,1,4,2,1,2,3,0,2,1,1,0,1,0,0,0,0,3,1,2,12,1,0,4,67,1,14,2,0,1,1,14,1,7,2,3,12
262,1,3,1,0,4,3,1,1,1,0,0,0,0,0,0,0,1,1,4,11,1,1,3,67,1,10,2,1,1,0,14,3,9,2,0,2
263,0,4,3,0,2,1,2,1,1,0,0,0,0,0,0,3,2,1,3,3,1,0,1,89,1,18,1,0,0,0,6,4,7,2,0,36
264,1,8,3,1,3,1,1,1,1,1,1,0,0,0,0,0,4,0,2,2,1,0,1,67,2,14,2,0,0,1,2,3,13,2,3,12
265,1,8,2,1,2,0,3,4,0,0,1,0,0,0,0,2,4,0,3,1,1,0,0,89,2,10,2,1,1,1,8,7,12,2,2,31
266,0,5,0,1,1,3,2,2,0,0,1,1,0,0,0,0,2,0,1,3,1,0,2,89,1,7,2,1,1,0,8,4,6,2,2,8
267,0,1,2,1,3,0,4,2,0,0,0,1,0,0,1,0,3,0,2,1,1,0,4,67,0,14,2,1,1,1,9,8,3,2,2,8
268,1,3,0,1,2,3,1,7,1,1,0,1,0,0,1,0,2,0,3,7,1,1,4,89,1,7,2,0,0,1,3,3,7,2,3,12
269,1,1,2,0,4,1,3,1,0,0,1,1,0,0,1,0,4,0,4,5,1,0,3,89,2,10,3,0,1,1,9,7,14,2,0,2
270,1,8,1,1,3,0,0,3,1,0,1,1,0,0,1,2,2,0,4,5,1,0,0,40,1,10,2,1,1,1,11,1,8,2,2,31
271,1,0,2,0,2,1,4,1,0,0,3,0,0,0,1,2,2,0,3,3,1,0,2,40,1,10,1,1,1,1,9,9,7,2,0,26
272,1,7,4,1,3,3,0,1,0,0,2,0,0,0,0,3,2,0,3,0,1,0,2,40,1,14,3,2,0,0,0,1,8,2,2,41
273,0,0,3,0,3,1,1,2,1,0,2,1,0,0,1,1,2,1,0,3,1,1,1,89,1,18,2,1,1,0,15,2,8,2,0,46
274,1,1,1,1,4,2,1,3,0,0,1,1,0,0,1,0,2,0,3,23,1,1,3,40,4,10,2,1,1,1,9,3,24,2,2,8
275,1,2,3,1,2,3,2,1,0,0,2,1,0,1,1,0,4,1,3,2,0,0,2,89,2,18,2,0,0,1,5,5,12,1,2,7
276,0,7,1,0,1,0,3,2,1,0,2,1,0,0,0,0,4,1,2,0,1,0,2,67,1,22,1,2,1,0,14,6,6,2,0,2
277,1,1,3,0,2,0,4,2,1,0,2,1,0,1,1,0,4,1,2,7,0,1,2,89,1,18,3,2,1,0,15,9,7,1,0,1
278,1,0,2,0,3,1,4,0,0,0,0,0,0,1,1,2,2,1,1,8,0,0,1,89,1,7,2,0,1,0,13,9,8,1,0,25
279,0,0,1,1,2,3,2,1,1,0,2,0,0,0,0,2,4,0,3,3,1,0,3,89,1,10,2,1,0,0,2,4,7,2,2,31
280,1,3,3,0,3,0,4,2,0,0,1,0,0,0,1,2,2,1,2,9,1,0,0,67,1,18,2,0,0,1,5,9,8,2,0,26
281,1,8,2,0,2,1,4,2,0,0,1,0,0,1,1,0,4,0,3,23,0,0,4,89,2,18,2,0,0,1,1,9,12,1,0,1
282,0,2,4,1,2,0,1,1,0,0,0,1,0,0,1,0,4,1,2,0,1,1,3,40,2,18,2,1,1,0,13,2,12,2,2,8
283,0,7,3,1,3,0,1,7,0,0,0,1,0,0,1,1,4,1,2,0,1,1,1,89,2,22,1,2,0,0,5,2,13,2,2,20
284,1,4,3,1,2,3,2,2,1,0,2,0,0,0,0,3,2,1,4,2,1,0,1,89,2,14,2,1,1,0,14,5,12,2,2,41
285,0,6,3,0,2,0,4,5,1,0,1,1,0,0,0,0,5,0,4,5,1,1,4,89,1,22,2,1,0,1,2,8,7,2,0,2
286,0,7,2,1,2,1,2,7,0,0,2,0,0,0,1,2,5,1,1,13,1,0,0,67,1,14,1,1,1,0,13,4,7,2,2,31
287,1,8,0,1,2,1,1,5,1,0,2,0,0,0,1,1,4,0,2,12,1,1,3,89,2,18,2,1,0,1,3,3,12,2,2,20
288,1,8,2,0,3,0,2,7,1,0,2,0,0,0,0,2,5,0,4,15,1,1,2,67,1,18,1,1,0,1,2,5,8,2,0,26
289,1,1,0,0,4,0,4,3,1,0,1,0,0,0,0,1,5,1,3,2,1,0,3,67,1,10,1,1,0,1,6,9,9,2,0,46
290,1,3,1,1,3,1,2,3,1,0,0,1,0,0,0,0,5,0,1,19,1,1,3,40,2,10,1,0,1,1,10,5,13,2,2,8
291,0,3,1,1,1,1,1,6,1,0,0,1,0,0,0,0,4,0,1,1,1,0,4,67,0,22,2,0,0,0,2,2,1,2,2,8
292,0,2,0,0,2,3,2,0,0,0,1,1,0,0,1,0,2,1,3,3,1,0,3,67,1,22,2,0,1,1,13,4,7,2,0,2
293,0,5,4,1,3,1,0,2,0,1,2,1,0,0,1,0,5,1,3,5,1,0,3,67,2,7,3,0,0,0,5,0,13,2,3,12
294,1,1,4,0,2,2,4,5,1,0,0,1,0,0,1,1,4,0,1,1,1,1,1,67,0,14,2,1,0,1,3,9,2,2,0,46
295,0,2,0,1,1,0,0,2,1,0,1,0,0,0,1,1,4,1,2,2,1,1,0,40,1,10,2,1,1,1,15,0,6,2,2,20
296,0,4,2,1,2,0,0,1,1,1,0,1,0,0,1,0,3,1,2,0,1,1,3,67,2,14,1,1,1,1,15,0,12,2,3,12
297,1,3,0,0,2,1,4,5,1,0,0,0,0,0,0,2,2,1,3,2,1,0,1,67,1,7,3,0,0,1,6,9,7,2,0,26
298,1,4,0,0,1,1,0,1,1,0,0,0,0,1,0,0,5,1,2,5,0,0,2,67,0,18,2,2,1,0,14,1,1,1,0,1
299,1,1,3,1,2,2,4,1,1,0,3,0,0,1,1,3,3,1,2,1,1,1,4,89,1,18,2,1,1,1,15,9,7,3,2,42
300,0,6,0,0,1,0,2,3,1,0,2,0,0,1,1,0,4,0,1,5,0,1,2,67,1,22,3,1,1,0,11,4,6,1,0,1
301,0,7,0,0,2,0,2,7,0,0,0,1,0,0,0,0,2,1,2,17,1,1,1,89,1,18,3,2,0,0,4,4,7,2,0,2
302,0,7,0,1,2,0,4,2,0,1,0,0,0,0,0,0,4,0,2,17,1,0,0,67,1,22,2,0,1,0,8,8,7,2,3,12
303,0,4,1,1,1,0,1,7,1,0,1,0,0,1,0,2,5,0,1,17,0,0,2,40,1,22,2,2,0,0,2,2,6,1,2,30
304,1,4,0,1,1,0,0,7,0,1,0,1,0,0,0,0,4,0,1,13,1,1,1,67,1,7,1,0,0,0,0,1,6,2,3,12
305,1,0,1,1,2,1,4,3,1,0,1,1,0,0,1,0,3,1,1,0,1,0,1,40,1,7,1,0,1,0,15,9,7,2,2,8
306,1,4,0,1,3,1,0,0,1,1,0,1,0,1,1,0,2,0,3,3,1,1,3,89,2,7,1,0,0,0,3,1,13,3,3,13
307,0,2,2,1,3,0,2,5,1,0,0,0,0,0,0,1,2,1,4,1,1,1,2,67,1,18,1,0,0,0,6,4,8,2,2,20
308,1,5,4,1,3,1,2,1,1,0,4,0,0,1,0,0,4,0,4,1,0,1,2,40,0,7,2,1,1,0,10,5,3,1,2,7
309,0,4,1,1,2,0,4,2,0,0,0,1,0,0,0,1,2,1,2,0,1,1,2,89,0,10,1,1,1,1,12,8,2,2,2,20
310,0,6,1,0,2,1,0,3,0,0,0,0,0,1,1,0,3,1,4,1,0,0,2,67,1,7,2,0,0,0,5,0,7,1,0,1
311,1,1,3,1,2,2,1,5,0,0,3,0,0,0,1,0,3,0,2,1,1,1,3,67,1,10,2,2,1,0,9,3,7,2,2,8
312,0,4,1,1,2,0,0,7,1,0,0,1,0,0,1,0,2,0,3,17,1,0,1,40,1,14,2,2,0,0,3,0,7,2,2,8
313,0,2,1,1,1,1,0,7,1,0,0,0,0,0,1,0,3,1,3,2,1,1,3,89,2,22,2,0,1,0,15,0,11,2,2,8
314,1,6,2,0,3,0,0,3,0,0,2,0,0,0,0,0,4,0,3,2,1,0,4,67,3,10,2,1,1,1,8,1,18,2,0,2
315,1,8,2,1,2,1,1,1,1,0,0,1,0,1,1,3,5,1,1,13,0,1,1,67,2,18,2,2,1,0,15,3,12,1,2,40
316,0,6,1,1,2,1,0,5,0,0,1,1,0,0,1,1,4,1,2,8,1,1,1,40,1,18,2,2,0,1,5,0,7,2,2,20
317,0,5,3,0,3,0,2,7,0,0,0,0,0,1,0,0,5,1,2,17,0,1,4,67,1,7,2,0,0,1,4,4,8,1,0,1
318,1,3,4,0,2,0,3,7,0,0,0,0,0,1,1,0,1,1,3,2,0,1,1,89,1,7,2,1,1,0,13,7,7,1,0,1
319,1,3,1,0,3,0,4,3,0,0,2,1,0,0,0,1,2,0,4,2,1,0,2,67,0,22,3,1,1,1,8,9,3,2,0,46
320,0,8,1,1,3,0,2,4,1,0,2,0,0,0,1,2,5,0,2,2,1,0,0,89,2,18,1,1,1,1,11,4,13,2,2,31
321,1,1,1,0,3,0,4,2,0,0,0,1,0,0,0,0,3,1,4,7,1,0,2,40,0,14,2,1,0,1,4,9,3,2,0,2
322,1,3,4,1,2,1,3,1,0,0,2,0,0,0,1,0,2,0,3,2,1,0,4,40,1,7,1,0,0,1,1,7,7,2,2,8
323,1,4,2,1,1,1,2,1,1,0,1,0,0,0,0,3,4,1,2,0,1,0,1,67,1,10,2,2,0,1,6,5,6,2,2,41
324,1,5,1,1,1,1,1,1,0,0,0,1,0,0,0,3,4,1,2,3,1,0,3,89,1,14,2,1,1,1,12,3,6,2,2,41
325,1,2,0,1,2,0,2,5,0,0,1,0,0,0,0,3,2,0,4,19,1,0,0,89,2,22,1,1,0,0,0,5,12,2,2,41
326,0,3,1,1,1,0,4,3,1,1,0,0,0,0,1,0,2,0,3,5,1,1,2,40,1,7,2,0,1,0,11,8,6,2,3,12
327,1,0,1,0,2,1,2,2,1,0,1,1,0,0,0,3,1,1,3,0,1,1,1,67,0,14,3,1,1,1,14,5,2,2,0,36
328,1,3,2,1,2,1,1,4,1,1,1,0,0,0,1,2,2,0,3,5,1,0,0,89,1,7,2,0,0,1,3,3,7,2,3,32
329,0,4,0,0,1,1,4,1,0,0,1,0,0,1,0,0,3,1,3,1,1,0,2,89,0,10,2,1,0,1,4,8,1,3,0,3
330,1,0,1,1,2,1,3,1,1,0,1,0,0,0,1,0,2,0,1,3,1,0,3,67,2,10,3,1,1,1,11,7,12,2,2,8
331,1,1,4,1,4,1,2,2,1,0,0,1,0,1,0,0,4,1,4,3,0,1,1,40,2,18,2,1,1,1,14,5,14,1,2,7
332,1,8,2,1,3,1,0,0,0,1,0,1,0,0,0,0,2,0,3,3,1,0,0,67,2,22,2,0,0,0,0,1,13,2,3,12
333,1,6,0,1,3,1,2,7,1,0,2,0,0,0,1,2,4,0,2,5,1,0,4,89,2,7,2,0,1,0,11,5,13,2,2,31
334,1,2,1,0,1,2,4,3,0,0,2,1,0,0,1,1,1,0,2,4,1,1,4,89,3,14,2,1,0,1,1,9,16,2,0,46
335,1,7,4,0,3,0,4,1,0,1,3,0,0,0,1,0,4,0,2,0,1,0,1,89,0,14,1,2,1,1,9,9,3,2,1,5
336,1,0,1,0,2,1,3,1,1,0,1,0,0,1,0,0,2,0,1,3,0,0,4,89,2,18,2,2,1,1,10,7,12,1,0,1
337,0,6,1,1,1,0,1,6,0,0,1,0,0,1,0,2,2,1,2,2,0,0,3,40,1,18,3,0,1,0,12,2,6,1,2,30
338,0,5,3,1,3,0,2,7,1,0,0,0,0,0,1,1,5,0,2,17,1,1,4,89,1,18,2,2,1,0,11,4,8,2,2,20
339,1,1,0,1,1,2,2,3,0,0,2,1,0,0,0,3,2,0,3,23,1,1,4,89,1,14,2,2,1,0,8,5,6,2,2,41
340,0,7,4,1,2,1,3,0,0,0,1,0,0,0,1,3,2,0,2,23,1,0,3,40,1,22,1,1,1,0,9,6,7,2,2,41
341,1,8,3,0,3,0,2,6,0,0,0,0,0,0,0,3,4,0,3,1,1,1,4,89,1,18,2,1,0,1,0,5,8,2,0,36
342,0,0,0,0,2,4,3,7,0,0,0,0,0,0,0,0,2,1,1,14,1,0,3,67,1,7,2,0,0,1,4,6,7,2,0,2
343,1,5,1,0,3,3,3,2,0,0,2,1,0,1,0,0,5,0,2,5,0,0,0,89,2,7,2,0,0,0,0,7,13,1,0,1
344,1,3,4,0,3,0,4,2,0,0,2,0,0,0,0,1,4,0,3,5,1,1,2,89,1,14,3,1,1,1,8,9,8,2,0,46
345,1,5,1,1,1,0,0,5,0,0,0,1,0,0,0,1,3,0,1,13,1,1,1,67,1,7,3,1,1,0,8,1,6,2,2,20
346,1,1,3,1,2,1,3,6,1,0,0,0,0,0,0,0,2,0,2,3,1,0,3,67,0,7,3,2,1,1,10,7,2,2,2,8
347,1,3,1,1,4,0,2,7,1,0,0,1,0,0,0,0,2,1,4,21,1,0,1,67,2,10,2,2,1,1,14,5,14,2,2,8
348,1,6,0,1,2,0,1,3,0,0,0,0,0,0,1,1,4,0,2,5,1,1,4,67,0,22,2,1,0,0,1,3,2,2,2,20
349,0,8,1,0,2,3,2,3,0,0,0,1,0,0,1,2,4,1,1,11,1,0,1,89,2,10,2,1,1,1,13,4,12,2,0,26
350,0,2,3,1,3,0,4,2,0,0,1,1,0,1,1,0,4,1,2,7,1,1,4,89,2,22,2,0,0,1,5,8,13,3,2,9
351,1,2,2,1,2,0,2,7,1,0,1,0,0,0,0,0,5,1,2,13,1,1,1,67,1,18,3,1,1,1,14,5,7,2,2,8
352,1,8,4,1,2,0,2,7,1,0,3,1,0,0,1,3,5,1,1,13,0,1,4,89,3,18,2,1,1,0,15,5,17,0,2,39
353,1,7,2,0,2,0,0,6,1,0,3,0,0,1,1,3,5,0,3,19,1,0,2,40,1,10,2,1,1,0,11,1,7,3,0,37
354,0,8,4,1,4,0,4,5,1,0,0,1,0,0,1,0,2,1,4,13,1,1,2,67,3,18,3,2,1,0,15,8,19,2,2,8
355,0,2,3,1,2,1,3,1,0,0,2,0,0,0,1,0,4,0,3,3,1,0,3,89,1,22,1,2,0,0,1,6,7,2,2,8
356,0,4,0,0,4,0,0,3,1,0,0,1,0,0,1,2,2,0,2,5,1,0,4,89,2,18,2,1,0,0,3,0,14,2,0,26
357,1,8,1,0,3,0,3,3,1,0,1,1,0,0,1,0,2,1,4,1,1,0,1,67,2,22,2,2,0,0,7,7,13,2,0,2
358,1,4,1,0,4,0,4,2,1,0,1,1,0,0,1,3,5,1,1,12,1,0,2,67,1,7,2,1,0,1,7,9,9,2,0,36
359,1,5,4,1,1,3,4,4,1,0,2,1,0,0,1,3,4,0,1,7,1,1,0,89,1,14,2,2,1,0,11,9,6,2,2,41
360,0,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0,1,0,1,7,1,0,1,89,1,18,2,2,0,0,0,2,6,2,2,8
